,0
813,0
814,0
815,1
816,0
817,1
818,0
819,0
820,0
821,1
822,1
823,0
824,1
825,1
826,1
827,1
828,1
829,1
830,0
831,1
832,1
833,0
834,1
835,1
836,1
837,1
838,1
839,1
840,0
841,1
842,1
843,0
844,1
845,0
846,0
847,0
848,0
849,1
850,0
851,1
852,1
853,1
854,1
855,1
856,1
857,1
858,1
859,0
860,0
861,1
862,1
863,1
864,1
865,0
866,1
867,1
868,1
869,0
870,1
871,0
872,0
873,1
874,1
875,0
876,1
877,1
878,1
879,0
880,0
881,0
882,1
883,0
884,1
885,0
886,1
887,1
888,0
889,1
890,1
891,0
892,0
893,1
894,0
895,0
896,0
897,1
898,0
899,1
900,1
901,1
902,1
903,0
904,0
905,0
906,1
907,1
908,1
909,0
910,1
911,0
912,1
913,1
914,1
915,0
916,1
917,1
918,1
919,0
920,1
921,0
922,1
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,1
931,1
932,0
933,1
934,0
935,0
936,1
937,1
938,1
939,1
940,1
941,1
942,1
943,1
944,0
945,0
946,1
947,0
948,1
949,1
950,1
951,0
952,0
953,0
954,0
955,1
956,1
957,1
958,1
959,0
960,0
961,1
962,1
963,0
964,1
965,1
966,0
967,1
968,0
969,1
970,1
971,1
972,1
973,0
974,0
975,0
976,1
977,0
978,1
979,0
980,0
981,1
982,1
983,0
984,0
985,1
986,0
987,1
988,0
989,0
990,0
991,0
992,1
993,1
994,1
995,0
996,0
997,0
998,1
999,1
1000,1
1001,0
1002,1
1003,1
1004,1
1005,0
1006,0
1007,0
1008,1
1009,1
1010,0
1011,1
1012,1
1013,1
1014,1
1015,0
1016,1
1017,0
1018,0
1019,1
1020,1
1021,1
1022,1
1023,1
1024,1
1025,1
1026,1
1027,0
1028,0
1029,0
1030,1
1031,1
1032,1
1033,0
1034,1
1035,1
1036,0
1037,0
1038,0
1039,1
1040,0
1041,1
1042,1
1043,1
1044,0
1045,1
1046,0
1047,1
1048,1
1049,1
1050,1
1051,0
1052,1
1053,1
1054,0
1055,0
1056,0
1057,0
1058,0
1059,1
1060,1
1061,0
1062,1
1063,0
1064,0
1065,1
1066,1
1067,1
1068,0
1069,1
1070,1
1071,0
1072,0
1073,1
1074,1
1075,1
1076,1
1077,0
1078,1
1079,1
1080,0
1081,1
1082,0
1083,0
1084,0
1085,1
1086,1
1087,1
1088,1
1089,1
1090,0
1091,0
1092,0
1093,1
1094,1
1095,0
1096,1
1097,0
1098,1
1099,1
1100,1
1101,0
1102,0
1103,1
1104,0
1105,1
1106,1
1107,1
1108,1
1109,0
1110,1
1111,1
1112,1
1113,1
1114,0
1115,0
1116,1
1117,1
1118,0
1119,0
1120,1
1121,0
1122,0
1123,0
1124,1
1125,0
1126,1
1127,1
1128,1
1129,1
1130,0
1131,1
1132,0
1133,1
1134,0
1135,0
1136,1
1137,0
1138,1
1139,0
1140,0
1141,0
1142,1
1143,0
1144,1
1145,0
1146,0
1147,1
1148,0
1149,0
1150,1
1151,1
1152,0
1153,0
1154,1
1155,0
1156,1
1157,1
1158,0
1159,0
1160,0
1161,1
1162,0
1163,1
1164,1
1165,1
1166,1
1167,0
1168,0
1169,1
1170,1
1171,0
1172,0
1173,1
1174,0
1175,1
1176,0
1177,0
1178,1
1179,0
1180,1
1181,0
1182,1
1183,1
1184,0
1185,1
1186,0
1187,0
1188,1
1189,0
1190,0
1191,1
1192,0
1193,1
1194,0
1195,0
1196,1
1197,1
1198,1
1199,1
1200,0
1201,1
1202,1
1203,0
1204,1
1205,1
1206,1
1207,0
1208,1
1209,1
1210,0
1211,1
1212,0
1213,1
1214,0
1215,0
1216,0
1217,0
1218,1
1219,1
1220,0
1221,1
1222,0
1223,0
1224,0
1225,1
1226,1
1227,1
1228,1
1229,1
1230,1
1231,1
1232,1
1233,1
1234,0
1235,1
1236,1
1237,0
1238,1
1239,1
1240,1
1241,0
1242,1
1243,1
1244,1
1245,1
1246,0
1247,1
1248,1
1249,0
1250,0
1251,1
1252,1
1253,0
1254,0
1255,1
1256,1
1257,0
1258,0
1259,0
1260,0
1261,1
1262,1
1263,1
1264,0
1265,1
1266,0
1267,1
1268,0
1269,1
1270,0
1271,1
1272,1
1273,1
1274,1
1275,0
1276,0
1277,1
1278,0
1279,0
1280,0
1281,1
1282,0
1283,0
1284,1
1285,0
1286,0
1287,0
1288,0
1289,1
1290,1
1291,1
1292,1
1293,1
1294,1
1295,1
1296,1
1297,0
1298,0
1299,1
1300,1
1301,1
1302,0
1303,1
1304,1
1305,0
1306,0
1307,1
1308,1
1309,1
1310,0
1311,0
1312,1
1313,0
1314,1
1315,0
1316,1
1317,0
1318,0
1319,1
1320,1
1321,1
1322,0
1323,1
1324,1
1325,1
1326,1
1327,0
1328,0
1329,0
1330,0
1331,0
1332,1
1333,1
1334,1
1335,0
1336,1
1337,1
1338,1
1339,0
1340,1
1341,1
1342,1
1343,1
1344,0
1345,0
1346,1
1347,1
1348,1
1349,0
1350,1
1351,1
1352,1
1353,1
1354,0
1355,1
1356,0
1357,0
1358,1
1359,1
1360,1
1361,1
1362,0
1363,0
1364,1
1365,0
1366,0
1367,1
1368,0
1369,0
1370,1
1371,0
1372,0
1373,1
1374,1
1375,0
1376,0
1377,1
1378,0
1379,1
1380,1
1381,1
1382,1
1383,0
1384,1
1385,1
1386,0
1387,1
1388,1
1389,0
1390,0
1391,1
1392,1
1393,0
1394,1
1395,1
1396,1
1397,1
1398,1
1399,1
1400,0
1401,1
1402,1
1403,1
1404,1
1405,0
1406,0
1407,0
1408,1
1409,1
1410,0
1411,1
1412,1
1413,1
1414,0
1415,0
1416,1
1417,1
1418,1
1419,1
1420,0
1421,0
1422,1
1423,1
1424,1
1425,0
1426,1
1427,0
1428,0
1429,0
1430,1
1431,0
1432,1
1433,1
1434,0
1435,0
1436,1
1437,0
1438,1
1439,1
1440,1
1441,1
1442,1
1443,1
1444,0
1445,1
1446,1
1447,1
1448,1
1449,1
1450,1
1451,0
1452,1
1453,0
1454,0
1455,1
1456,0
1457,1
1458,1
1459,1
1460,1
1461,0
1462,1
1463,0
1464,0
1465,1
1466,0
1467,1
1468,1
1469,0
1470,1
1471,1
1472,1
1473,1
1474,1
1475,1
1476,1
1477,0
1478,1
1479,0
1480,1
1481,0
1482,1
1483,1
1484,0
1485,0
1486,1
1487,1
1488,1
1489,1
1490,1
1491,1
1492,1
1493,0
1494,0
1495,0
1496,0
1497,1
1498,0
1499,1
1500,0
1501,1
1502,0
1503,0
1504,0
1505,1
1506,0
1507,0
1508,1
1509,1
1510,0
1511,1
1512,0
1513,1
1514,0
1515,1
1516,1
1517,1
1518,1
1519,1
1520,1
1521,0
1522,0
1523,1
1524,1
1525,0
1526,1
1527,1
1528,0
1529,1
1530,1
1531,0
1532,0
1533,0
1534,1
1535,1
1536,1
1537,1
1538,1
1539,1
1540,1
1541,0
1542,1
1543,0
1544,1
1545,0
1546,1
1547,1
1548,0
1549,1
1550,0
1551,0
1552,1
1553,1
1554,1
1555,1
1556,0
1557,1
1558,0
1559,1
1560,1
1561,0
1562,0
1563,1
1564,0
1565,0
1566,1
1567,1
1568,1
1569,1
1570,0
1571,1
1572,1
1573,1
1574,1
1575,0
1576,1
1577,0
1578,1
1579,1
1580,0
1581,0
1582,0
1583,1
1584,0
1585,1
1586,0
1587,0
1588,0
1589,0
1590,1
1591,1
1592,1
1593,1
1594,0
1595,0
1596,1
1597,0
1598,1
1599,1
1600,0
1601,0
1602,1
1603,1
1604,1
1605,1
1606,1
1607,1
1608,0
1609,1
1610,1
1611,1
1612,1
1613,0
1614,1
1615,0
1616,1
1617,0
1618,0
1619,1
1620,1
1621,0
1622,1
1623,0
1624,1
1625,1
1626,0
1627,0
1628,1
1629,0
1630,1
1631,0
1632,1
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,0
1640,1
1641,1
1642,0
1643,0
1644,1
1645,0
1646,0
1647,1
1648,1
1649,1
1650,1
1651,1
1652,1
1653,1
1654,1
1655,1
1656,1
1657,0
1658,1
1659,0
1660,0
1661,1
1662,1
1663,0
1664,1
1665,1
1666,1
1667,0
1668,1
1669,1
1670,0
1671,1
1672,1
1673,1
1674,1
1675,1
1676,0
1677,0
1678,1
1679,1
1680,1
1681,1
1682,1
1683,0
1684,1
1685,1
1686,1
1687,0
1688,0
1689,0
1690,1
1691,1
1692,1
1693,0
1694,1
1695,0
1696,0
1697,1
1698,0
1699,1
1700,1
1701,0
1702,1
1703,1
1704,1
1705,1
1706,1
1707,0
1708,1
1709,1
1710,1
1711,1
1712,1
1713,1
1714,1
1715,1
1716,0
1717,1
1718,1
1719,1
1720,1
1721,0
1722,1
1723,0
1724,0
1725,1
1726,1
1727,1
1728,1
1729,1
1730,0
1731,1
1732,1
1733,0
1734,0
1735,1
1736,1
1737,0
1738,0
1739,1
1740,1
1741,0
1742,0
1743,0
1744,0
1745,1
1746,0
1747,1
1748,1
1749,1
1750,1
1751,1
1752,0
1753,1
1754,1
1755,0
1756,0
1757,0
1758,1
1759,0
1760,0
1761,0
1762,0
1763,1
1764,0
1765,1
1766,0
1767,1
1768,0
1769,1
1770,0
1771,0
1772,1
1773,1
1774,1
1775,1
1776,0
1777,1
1778,1
1779,0
1780,1
1781,0
1782,1
1783,1
1784,0
1785,0
1786,0
1787,1
1788,1
1789,1
1790,1
1791,0
1792,0
1793,1
1794,1
1795,0
1796,1
1797,1
1798,1
1799,0
1800,1
1801,1
1802,0
1803,0
1804,1
1805,0
1806,0
1807,1
1808,1
1809,0
1810,0
1811,0
1812,0
1813,1
1814,1
1815,1
1816,1
1817,1
1818,1
1819,1
1820,1
1821,0
1822,1
1823,0
1824,0
1825,1
1826,0
1827,1
1828,1
1829,1
1830,1
1831,1
1832,1
1833,1
1834,0
1835,0
1836,1
1837,1
1838,0
1839,1
1840,1
1841,0
1842,0
1843,1
1844,1
1845,1
1846,0
1847,0
1848,0
1849,1
1850,1
1851,1
1852,1
1853,0
1854,1
1855,0
1856,1
1857,1
1858,0
1859,1
1860,0
1861,1
1862,0
1863,1
1864,0
1865,0
1866,1
1867,0
1868,1
1869,0
1870,1
1871,1
1872,1
1873,1
1874,1
1875,1
1876,0
1877,0
1878,1
1879,0
1880,0
1881,1
1882,1
1883,1
1884,0
1885,0
1886,1
1887,1
1888,0
1889,0
1890,1
1891,1
1892,1
1893,1
1894,0
1895,1
1896,1
1897,1
1898,0
1899,0
1900,0
1901,0
1902,1
1903,1
1904,1
1905,0
1906,1
1907,0
1908,1
1909,0
1910,1
1911,1
1912,0
1913,0
1914,1
1915,1
1916,1
1917,0
1918,0
1919,1
1920,1
1921,1
1922,1
1923,0
1924,0
1925,0
1926,0
1927,1
1928,1
1929,0
1930,1
1931,0
1932,1
1933,1
1934,0
1935,0
1936,0
1937,0
1938,0
1939,1
1940,0
1941,1
1942,1
1943,1
1944,0
1945,1
1946,1
1947,1
1948,1
1949,0
1950,1
1951,0
1952,1
1953,1
1954,1
1955,1
1956,1
1957,0
1958,1
1959,1
1960,1
1961,1
1962,0
1963,1
1964,1
1965,0
1966,1
1967,1
1968,0
1969,1
1970,1
1971,0
1972,0
1973,1
1974,0
1975,1
1976,0
1977,1
1978,1
1979,1
1980,0
1981,0
1982,0
1983,1
1984,0
1985,1
1986,1
1987,1
1988,1
1989,1
1990,0
1991,0
1992,1
1993,1
1994,0
1995,1
1996,0
1997,0
1998,1
1999,1
2000,1
2001,0
2002,1
2003,0
2004,0
2005,1
2006,1
2007,1
2008,0
2009,0
2010,0
2011,0
2012,0
2013,1
2014,1
2015,1
2016,1
2017,1
2018,1
2019,1
2020,1
2021,0
2022,1
2023,1
2024,1
2025,0
2026,1
2027,1
2028,0
2029,1
2030,0
2031,1
2032,0
2033,1
2034,0
2035,1
2036,1
2037,1
2038,0
2039,0
2040,0
2041,0
2042,0
2043,1
2044,0
2045,1
2046,0
2047,1
2048,0
2049,1
2050,1
2051,0
2052,0
2053,0
2054,1
2055,1
2056,0
2057,1
2058,0
2059,0
2060,0
2061,0
2062,0
2063,1
2064,1
2065,0
2066,0
2067,1
2068,1
2069,1
2070,1
2071,0
2072,0
2073,0
2074,0
2075,0
2076,1
2077,1
2078,1
2079,0
2080,0
2081,1
2082,0
2083,1
2084,1
2085,1
2086,1
2087,1
2088,0
2089,1
2090,1
2091,0
2092,1
2093,0
2094,1
2095,0
2096,1
2097,1
2098,1
2099,1
2100,1
2101,0
2102,1
2103,0
2104,0
2105,0
2106,1
2107,1
2108,0
2109,0
2110,1
2111,0
2112,1
2113,1
2114,0
2115,1
2116,1
2117,1
2118,0
2119,1
2120,1
2121,1
2122,1
2123,0
2124,1
2125,0
2126,1
2127,1
2128,1
2129,0
2130,1
2131,0
2132,1
2133,1
2134,1
2135,0
2136,0
2137,1
2138,1
2139,0
2140,0
2141,0
2142,1
2143,0
2144,1
2145,1
2146,0
2147,0
2148,1
2149,0
2150,0
2151,1
2152,1
2153,1
2154,1
2155,1
2156,0
2157,1
2158,0
2159,1
2160,1
2161,1
2162,1
2163,1
2164,0
2165,1
2166,1
2167,1
2168,0
2169,1
2170,0
2171,0
2172,0
2173,1
2174,0
2175,1
2176,0
2177,0
2178,1
2179,1
2180,0
2181,0
2182,0
2183,1
2184,1
2185,0
2186,0
2187,0
2188,0
2189,0
2190,1
2191,0
2192,1
2193,0
2194,1
2195,1
2196,1
2197,1
2198,1
2199,0
2200,0
2201,0
2202,1
2203,1
2204,0
2205,1
2206,0
2207,0
2208,1
2209,1
2210,0
2211,0
2212,0
2213,1
2214,1
2215,0
2216,0
2217,1
2218,1
2219,1
2220,1
2221,1
2222,0
2223,1
2224,0
2225,0
2226,0
2227,0
2228,0
2229,1
2230,1
2231,0
2232,1
2233,0
2234,1
2235,0
2236,1
2237,1
2238,1
2239,0
2240,0
2241,0
2242,1
2243,0
2244,1
2245,0
2246,1
2247,0
2248,0
2249,1
2250,0
2251,1
2252,1
2253,0
2254,0
2255,0
2256,1
2257,0
2258,0
2259,1
2260,1
2261,1
2262,1
2263,1
2264,1
2265,1
2266,1
2267,0
2268,1
2269,0
2270,1
2271,0
2272,0
2273,1
2274,1
2275,0
2276,0
2277,0
2278,1
2279,0
2280,1
2281,0
2282,0
2283,1
2284,1
2285,1
2286,0
2287,0
2288,1
2289,0
2290,1
2291,0
2292,0
2293,1
2294,1
2295,0
2296,1
2297,0
2298,0
2299,1
2300,1
2301,1
2302,0
2303,1
2304,1
2305,0
2306,0
2307,1
2308,1
2309,1
2310,1
2311,1
2312,0
2313,1
2314,1
2315,1
2316,1
2317,1
2318,1
2319,1
2320,1
2321,1
2322,0
2323,1
2324,0
2325,1
2326,0
2327,1
2328,1
2329,0
2330,1
2331,0
2332,1
2333,1
2334,1
2335,1
2336,1
2337,1
2338,1
2339,0
2340,1
2341,1
2342,0
2343,0
2344,1
2345,1
2346,0
2347,1
2348,1
2349,0
2350,1
2351,1
2352,0
2353,1
2354,1
2355,0
2356,0
2357,0
2358,0
2359,0
2360,1
2361,0
2362,0
2363,1
2364,1
2365,0
2366,1
2367,0
2368,0
2369,0
2370,1
2371,1
2372,1
2373,1
2374,1
2375,0
2376,1
2377,1
2378,1
2379,0
2380,1
2381,1
2382,0
2383,0
2384,0
2385,1
2386,0
2387,1
2388,0
2389,1
2390,0
2391,1
2392,1
2393,1
2394,1
2395,0
2396,0
2397,1
2398,0
2399,0
2400,1
2401,1
2402,0
2403,0
2404,1
2405,1
2406,0
2407,1
2408,1
2409,1
2410,1
2411,0
2412,1
2413,1
2414,1
2415,1
2416,1
2417,0
2418,0
2419,0
2420,0
2421,0
2422,1
2423,1
2424,0
2425,1
2426,1
2427,0
2428,0
2429,0
2430,1
2431,1
2432,0
2433,0
2434,1
2435,0
2436,0
2437,1
2438,0
2439,0
2440,1
2441,1
2442,0
2443,1
2444,0
2445,1
2446,1
2447,0
2448,1
2449,0
2450,0
2451,1
2452,0
2453,0
2454,1
2455,1
2456,0
2457,0
2458,1
2459,0
2460,1
2461,1
2462,0
2463,1
2464,1
2465,1
2466,0
2467,1
2468,1
2469,0
2470,1
2471,1
2472,1
2473,1
2474,1
2475,0
2476,0
2477,1
2478,0
2479,1
2480,1
2481,0
2482,1
2483,0
2484,1
2485,0
2486,0
2487,0
2488,0
2489,1
2490,1
2491,1
2492,1
2493,1
2494,1
2495,0
2496,1
2497,1
2498,1
2499,1
2500,1
2501,1
2502,1
2503,0
2504,0
2505,0
2506,1
2507,0
2508,1
2509,1
2510,0
2511,0
2512,0
2513,1
2514,1
2515,0
2516,1
2517,1
2518,1
2519,1
2520,1
2521,0
2522,1
2523,1
2524,1
2525,1
2526,0
2527,1
2528,1
2529,1
2530,0
2531,0
2532,1
2533,1
2534,1
2535,0
2536,0
2537,0
2538,1
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,1
2546,1
2547,0
2548,1
2549,1
2550,0
2551,1
2552,1
2553,0
2554,1
2555,1
2556,1
2557,1
2558,1
2559,0
2560,1
2561,0
2562,1
2563,1
2564,1
2565,0
2566,0
2567,1
2568,1
2569,0
2570,0
2571,0
2572,0
2573,1
2574,0
2575,0
2576,1
2577,1
2578,1
2579,1
2580,1
2581,1
2582,1
2583,1
2584,0
2585,1
2586,1
2587,0
2588,0
2589,1
2590,0
2591,0
2592,0
2593,1
2594,0
2595,1
2596,1
2597,1
2598,1
2599,1
2600,1
2601,0
2602,0
2603,1
2604,0
2605,1
2606,1
2607,1
2608,0
2609,0
2610,0
2611,0
2612,1
2613,1
2614,1
2615,0
2616,0
2617,1
2618,1
2619,1
2620,1
2621,0
2622,1
2623,1
2624,0
2625,1
2626,0
2627,1
2628,1
2629,1
2630,0
2631,1
2632,0
2633,0
2634,0
2635,0
2636,1
2637,1
2638,1
2639,1
2640,0
2641,1
2642,1
2643,1
2644,1
2645,1
2646,0
2647,1
2648,0
2649,0
2650,1
2651,0
2652,0
2653,0
2654,1
2655,1
2656,1
2657,0
2658,1
2659,1
2660,1
2661,0
2662,1
2663,1
2664,0
2665,1
2666,1
2667,0
2668,0
2669,1
2670,0
2671,1
2672,1
2673,0
2674,1
2675,1
2676,1
2677,0
2678,0
2679,0
2680,1
2681,1
2682,1
2683,1
2684,0
2685,1
2686,0
2687,0
2688,1
2689,0
2690,1
2691,1
2692,1
2693,0
2694,1
2695,0
2696,1
2697,0
2698,0
2699,0
2700,0
2701,0
2702,1
2703,1
2704,1
2705,1
2706,1
2707,1
2708,0
2709,1
2710,1
2711,1
2712,0
2713,1
2714,1
2715,0
2716,1
2717,0
2718,1
2719,1
2720,0
2721,1
2722,1
2723,1
2724,1
2725,0
2726,0
2727,0
2728,1
2729,0
2730,1
2731,1
2732,0
2733,1
2734,1
2735,1
2736,1
2737,1
2738,0
2739,0
2740,0
2741,1
2742,0
2743,0
2744,1
2745,1
2746,1
2747,1
2748,0
2749,1
2750,1
2751,0
2752,0
2753,1
2754,0
2755,1
2756,1
2757,0
2758,1
2759,1
2760,0
2761,1
2762,0
2763,0
2764,1
2765,1
2766,1
2767,1
2768,0
2769,0
2770,0
2771,0
2772,1
2773,1
2774,1
2775,0
2776,1
2777,1
2778,1
2779,1
2780,1
2781,1
2782,1
2783,1
2784,0
2785,0
2786,1
2787,0
2788,1
2789,0
2790,1
2791,1
2792,1
2793,0
2794,0
2795,0
2796,1
2797,1
2798,1
2799,1
2800,0
2801,0
2802,0
2803,1
2804,1
2805,1
2806,1
2807,0
2808,1
2809,0
2810,0
2811,1
2812,1
2813,1
2814,1
2815,0
2816,0
2817,1
2818,1
2819,0
2820,0
2821,0
2822,0
2823,0
2824,0
2825,0
2826,1
2827,1
2828,0
2829,1
2830,1
2831,0
2832,1
2833,1
2834,0
2835,1
2836,1
2837,0
2838,1
2839,0
2840,1
2841,1
2842,0
2843,1
2844,0
2845,1
2846,1
2847,1
2848,1
2849,1
2850,1
2851,1
2852,1
2853,0
2854,1
2855,1
2856,1
2857,1
2858,0
2859,1
2860,0
2861,0
2862,0
2863,0
2864,0
2865,1
2866,1
2867,0
2868,1
2869,1
2870,0
2871,1
2872,0
2873,1
2874,1
2875,0
2876,0
2877,0
2878,0
2879,1
2880,1
2881,1
2882,0
2883,0
2884,0
2885,0
2886,0
2887,1
2888,0
2889,0
2890,1
2891,0
2892,0
2893,0
2894,1
2895,1
2896,0
2897,1
2898,1
2899,0
2900,0
2901,0
2902,1
2903,1
2904,1
2905,1
2906,0
2907,1
2908,0
2909,0
2910,0
2911,1
2912,1
2913,1
2914,0
2915,0
2916,1
2917,1
2918,1
2919,0
2920,0
2921,0
2922,0
2923,0
2924,0
2925,1
2926,0
2927,1
2928,0
2929,0
2930,0
2931,0
2932,1
2933,1
2934,1
2935,0
2936,1
2937,0
2938,0
2939,1
2940,1
2941,1
2942,1
2943,1
2944,1
2945,1
2946,1
2947,1
2948,1
2949,1
2950,0
2951,0
2952,0
2953,0
2954,1
2955,1
2956,1
2957,1
2958,0
2959,0
2960,1
2961,1
2962,0
2963,1
2964,0
2965,1
2966,0
2967,0
2968,0
2969,0
2970,1
2971,0
2972,0
2973,1
2974,0
2975,0
2976,0
2977,1
2978,0
2979,1
2980,1
2981,0
2982,0
2983,1
2984,0
2985,1
2986,0
2987,1
2988,1
2989,1
2990,1
2991,1
2992,1
2993,0
2994,0
2995,0
2996,0
2997,1
